parent_asin,clean_description
B08KDQ3PX7,"This DVD ROM drive disk is made of metal and is in 95% new condition. It is fully functional and does not affect use. Its dimensions are approximately 14.5 x 14 x 1.4 cm (5.7 x 5.5 x 0.6 inches). Designed for a long lifespan, this durable drive is compatible with the Nintendo Wii. Includes 1 x DVD ROM Drive Disk."
B005NB9ZAM,"Protect your PlayStation 3 console and controllers with this 13-piece MightySkin vinyl skin kit. Featuring super-high resolution graphics with an ultra finish, these skins are protected by MightyShield laminate, guarding against scratches, fading, and peeling. Enjoy a perfect installation every time thanks to our patented advanced air-release vinyl, and easily remove the skin with no sticky residue for up to 4 years."
B001ELJDZM,"Rule the world in GoldenEye: Rogue Agent, a game that explores the dark side of the Bond universe. Play as an aspiring 00 agent dismissed from MI6, now working for the villainous Auric Goldfinger. Embark on globe-spanning missions of vengeance, encountering allies and enemies like Oddjob, Scaramanga, Xenia Onatopp, and Pussy Galore. Rise through the ranks to the top of the villain world. The game features a story-driven campaign, deathmatch simulator trials, and objective-based war games, playable in both single and multiplayer modes."
B00M198LJK,"This backlit gaming keyboard, model Befire 3 colors, connects via USB and is compatible with Windows ME, 2000, XP, Vista, 7, and 8. It supports USB 1.1, 2.0, and 3.0.

The keyboard features 104 keys with a 2.0mm key route and a 50 ± 5g key force, rated for 10 million keystrokes. It operates on DC 5V/150mA and includes adjustable red, blue, and pink LED backlighting.

Included in the package are the keyboard, a user manual, and a free gift of 4 keycaps along with a key puller.

Keyboard dimensions are 460x190x20mm, with a net weight of 683g. The total weight including packaging is 1.18kg."
B016Y40F64,"Experience immersive gaming with the SADES SA-738 headset. Its 40mm loudhailer delivers clear sound and deep bass, while the 3.5mm audio jacks ensure universal compatibility with any device featuring a 3.5mm output. The headset features stylish LED lights on the earcups, powered by the USB plug, while the two 3.5mm plugs handle microphone and audio functions. Enjoy extended gaming sessions with breathable PU earmuffs designed to prevent sweat and heat buildup.

Effortlessly adjust volume with the integrated wire-control shuttle-type button. Nickel-plated plugs ensure optimal signal transmission.

Specifications:
* Model: SADES SA-738
* Loudhailer Diameter: 40mm
* Frequency Range: 20-20,000 Hz
* Sensitivity: 118 ± 3dB
* Max Input Power: 30mW
* Mic Sensitivity: -38dB ± 3dB
* Mic Frequency Range: 50-10KHz
* Mic Impedance: ≤ 2.2KΩ
* Interface: USB + 3.5mm plugs
* Cable Length: Approx. 2.0m

Package includes: 1 x SADES Gaming Headset SA-738. Packaged in an environmentally friendly zipper bag."
B0050SZ7IC,"Embark on a journey through a dark world where despair meets hope. Your fate hinges on your strategic prowess, ability to learn, and overcome unpredictable challenges. Dark Souls demands absolute concentration, punishing mistakes but rewarding perseverance. Each encounter is a strategic puzzle; master it to conquer monstrous foes and delve deeper into this bleak, undead-filled environment.

The Collector's Edition includes a limited edition art book with premium illustrations, a mini-strategy guide, behind-the-scenes development videos, and the game's digital soundtrack. These premium items are packaged with the standard edition game in a custom metal case.

Key Game Features:
*   **Deep, Dark & Difficult:** Unforgiving yet rewarding, this game challenges you to strategize and conquer seemingly impossible obstacles. Develop your character and experiment with various approaches to create your unique gameplay style."
B075X5NMVR,"Experience ultimate freedom in a massive open world with hundreds of locations, characters, and quests. This Game of the Year Edition includes the fully updated original game and all six add-ons: Automatron, Wasteland Workshop, Far Harbor, Contraptions Workshop, Vault-Tec Workshop, and Nuka-World, provided as download codes. Engage in intense first or third-person combat, enhanced by the Vault-Tec Assisted Targeting System (V.A.T.S.) for strategic attacks and cinematic action. Develop your unique playstyle with the S.P.E.C.I.A.L. character system, choosing from hundreds of Perks to become anything from a Power Armored soldier to a charismatic negotiator.

This is a region-free PAL game imported from the UK, compatible with all PS4 consoles. An HD TV and HDMI cable connection may be required. A free European PSN account may be necessary for DLC, extra content, and online play."
B07J26C83Q,"Shovel Knight: Treasure Trove is the definitive edition of Shovel Knight, a classic action-adventure game series celebrated for its engaging gameplay, memorable characters, and retro 8-bit aesthetic. Step into the role of Shovel Knight, armed with his trusty Shovel Blade, as you run, jump, and battle through a quest to rescue your lost beloved. Confront the formidable Knights of the Order of No Quarter and their sinister leader, the Enchantress."
B081SXY6H3,"This gaming controller features intuitive power management for seamless operation. To power on, press any key for 2 seconds to connect a new device, or press the HOME key for 2 seconds to connect a paired device.

The controller automatically powers off in various scenarios: when the Home key is held until the LED turns off (connected state), after pairing timeout, after 5 minutes of inactivity in the connected state, or when the battery voltage is critically low. A low-power alarm will blink the LED4 when the battery is low.

While charging, the LED4 will flash slowly and remain solid when fully charged. The controller will hibernate after 5 minutes of inactivity, and can be woken by pressing the HOME key for 2 seconds, automatically re-connecting to the last device.

Specifications:
Color: Black/Green
Transmission Distance: Up to 8 meters
Working Voltage: DC 3.7-4.2V
Working Current: 5-30mA
Quiescent Current: 10-80uA
Charging Voltage/Current: 5.0V / ≤500mA
Battery: DC 3.7V / 400mAh
Usage Time: 10+ hours
Standby Time: Approximately 30 days

Package includes: 1 x Gaming Controller, 1 x Charging Cable, 1 x Mobile Phone Telescopic Bracket, 1 x Instruction Manual."
B001G1OLDO,"This interactive adventure game puts players in the role of a plumber on a quest to win a woman's affection. The gameplay unfolds through a series of still images accompanied by audio clips, with occasional player choices influencing the story's direction. The narrative features a dramatic mix of greed, passion, spirituality, intense chases, morally ambiguous proposals, and a cast of characters including a nun, a hero, and a damsel in distress. Expect elements of humor, true and jaded love, jealousy, taut action, comedy, and a climactic Hollywood ending."
B07ZTD64SC,"Enhance your Nintendo Switch Lite gaming with this vibrant yellow handheld grip. Crafted from high-quality, durable materials, it offers a comfortable, secure, and non-slip surface for extended play. The ergonomic design reduces hand fatigue and strain, fitting perfectly in your hand. Easy to install and remove without tools, its lightweight and compact nature makes it perfect for on-the-go gaming. This grip not only adds a stylish pop of color to your setup but also ensures an unbeatable gaming experience. Invest in superior comfort and style for your Nintendo Switch Lite."
